No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
27,Cameron Dantzler\DantCa00,23,CB,14,7,190,6-2,Mississippi St.,9/3/1998,1,3,Minnesota Vikings / 3rd / 89th pick / 2020
71,Christian Darrisaw\DarrCh00,22,OL,12,10,315,6-5,Virginia Tech,6/2/1999,Rook,5,Minnesota Vikings / 1st / 23rd pick / 2021
51,Wyatt Davis\DaviWy00,22,G,6,0,315,6-4,Ohio St.,2/17/1999,Rook,0,Minnesota Vikings / 3rd / 86th pick / 2021
42,Andrew DePaola\DePaAn00,34,LS,17,0,229,6-1,Rutgers,7/28/1987,7,1,
86,Brandon Dillon\DillBr00,24,TE,1,0,250,6-5,Marian,4/30/1997,2,0,
46,Myles Dorn\DornMy01,23,DB,9,0,210,6-2,North Carolina,6/25/1998,Rook,1,
78,Dakota Dozier\DoziDa00,30,OT,6,0,312,6-4,Furman,4/30/1991,7,0,New York Jets / 4th / 137th pick / 2014
45,Troy Dye\DyexTr00,25,LB,17,1,225,6-3,Oregon,9/18/1996,1,2,Minnesota Vikings / 4th / 132nd pick / 2020
82,Ben Ellefson\ElleBe00,25,TE,5,0,250,6-3,North Dakota St.,9/1/1996,1,0,
31,Wayne Gallman\GallWa00,27,RB,2,0,210,6-0,Clemson,10/1/1994,4,0,New York Giants / 4th / 140th pick / 2017
97,Everson Griffen\GrifEv99,34,DE,9,6,273,6-3,USC,12/22/1987,11,3,Minnesota Vikings / 4th / 100th pick / 2010
30,C.J. Ham\HamxC.00,28,RB,17,8,250,5-11,Augustana (SD),7/22/1993,4,1,
20,Harrison Hand\HandHa00,23,CB,9,0,185,5-11,BaylorTemple,11/12/1998,1,1,Minnesota Vikings / 5th / 169th pick / 2020
89,Chris Herndon\HernCh00,25,TE,16,5,253,6-4,Miami (FL),2/23/1996,3,0,New York Jets / 4th / 107th pick / 2018
69,Rashod Hill\HillRa01,29,T,15,5,310,6-6,Southern Miss,1/12/1992,5,3,
99,Danielle Hunter\HuntDa01,27,DE,7,7,263,6-5,LSU,10/29/1994,6,3,Minnesota Vikings / 3rd / 88th pick / 2015
18,Justin Jefferson\JeffJu00,22,WR,17,17,195,6-1,LSU,6/16/1999,1,13,Minnesota Vikings / 1st / 22nd pick / 2020
93,Patrick Jones II\JonePa00,23,DL,9,0,264,6-4,Pittsburgh,9/29/1998,Rook,1,Minnesota Vikings / 3rd / 90th pick / 2021
1,Greg Joseph\JoseGr00,27,K,17,0,206,6-0,Florida Atlantic,8/4/1994,3,3,
54,Eric Kendricks\KendEr00,29,ILB,15,15,232,6-0,UCLA,2/29/1992,6,7,Minnesota Vikings / 2nd / 45th pick / 2015
48,Blake Lynch\LyncBl00,24,LB,16,6,233,6-3,Baylor,2/14/1997,1,4,
92,James Lynch\LyncJa00,22,DL,13,1,295,6-4,Baylor,1/20/1999,1,2,Minnesota Vikings / 4th / 130th pick / 2020
14,Sean Mannion\MannSe00,29,QB,1,1,230,6-6,Oregon St.,4/25/1992,6,1,St. Louis Rams / 3rd / 89th pick / 2015
25,Alexander Mattison\MattAl01,23,RB,16,4,215,5-11,Boise St.,6/19/1998,2,5,Minnesota Vikings / 3rd / 102nd pick / 2019
91,T.Y. McGill\McGiT.00,29,DT,2,0,299,6-0,North Carolina St.,11/23/1992,6,0,
44,Josh Metellus\MeteJo00,23,S,16,0,207,5-11,Michigan,1/21/1998,1,1,Minnesota Vikings / 6th / 205th pick / 2020
,Bryan Mills\MillBr05,22,DB,1,0,170,6-2,College of the Canyons (CA)North Carolina Central,4/3/1999,Rook,0,
87,Myron Mitchell\MitcMy00,23,WR,1,0,180,6-1,Butler (KS)Ala-Birmingham,6/17/1998,Rook,0,
11,Kellen Mond\MondKe00,22,QB,1,0,212,6-3,Texas A&M,6/22/1999,Rook,0,Minnesota Vikings / 3rd / 66th pick / 2021
39,Parry Nickerson\NickPa00,27,CB,4,0,182,5-10,Tulane,10/11/1994,3,0,New York Jets / 6th / 179th pick / 2018
26,Kene Nwangwu\NwanKe00,23,RB,11,0,210,6-1,Iowa St.,2/9/1998,Rook,2,Minnesota Vikings / 4th / 119th pick / 2021
75,Brian O'Neill\ONeiBr00,26,OT,17,17,310,6-7,Pittsburgh,9/15/1995,3,10,Minnesota Vikings / 2nd / 62nd pick / 2018
17,K.J. Osborn\OsboKJ00,24,WR,17,9,203,5-11,BuffaloMiami (FL),6/10/1997,1,5,Minnesota Vikings / 5th / 176th pick / 2020
7,Patrick Peterson\PetePa00,31,CB,13,13,198,6-1,LSU,7/11/1990,10,5,Arizona Cardinals / 1st / 5th pick / 2011
58,Michael Pierce\PierMi00,29,DT,8,8,340,6-0,Samford,11/6/1992,5,3,
90,Sheldon Richardson\RichSh00,31,DT,17,7,290,6-3,Missouri,11/29/1990,8,4,New York Jets / 1st / 13th pick / 2013
22,Harrison Smith\SmitHa00,32,FS,15,15,211,6-2,Notre Dame,2/2/1989,9,8,Minnesota Vikings / 1st / 29th pick / 2012
50,T.J. Smith\SmitTJ00,24,DT,1,0,290,6-3,Arkansas,4/19/1997,Rook,0,
5,Tye Smith\SmitTy01,28,CB,5,0,195,6-0,Towson,5/3/1993,6,0,Seattle Seahawks / 5th / 170th pick / 2015
15,Ihmir Smith-Marsette\SmitIh00,22,WR,8,1,185,6-1,Iowa,8/29/1999,Rook,1,Minnesota Vikings / 5th / 157th pick / 2021
35,Luke Stocker\StocLu00,33,TE,12,0,253,6-5,Tennessee,7/17/1988,10,0,Tampa Bay Buccaneers / 4th / 104th pick / 2011
41,Chazz Surratt\SurrCh00,24,LB,9,0,233,6-2,North Carolina,2/16/1997,Rook,1,Minnesota Vikings / 3rd / 78th pick / 2021
19,Adam Thielen\ThieAd00,31,WR,13,13,200,6-2,Minnesota St.,8/22/1990,8,6,
94,Dalvin Tomlinson\TomlDa00,27,DT,16,16,325,6-3,Alabama,2/28/1994,4,7,New York Giants / 2nd / 55th pick / 2017
74,Oli Udoh\UdohOl01,24,T,17,16,320,6-6,Elon,2/14/1997,2,7,Minnesota Vikings / 6th / 193rd pick / 2019
59,Nick Vigil\VigiNi00,28,ILB,16,12,230,6-2,Utah St.,8/20/1993,5,6,Cincinnati Bengals / 3rd / 87th pick / 2016
96,Armon Watts\WattAr01,25,DL,17,9,307,6-5,Arkansas,7/22/1996,2,5,Minnesota Vikings / 6th / 190th pick / 2019
91,Stephen Weatherly\WeatSt00,27,OLB,6,0,262,6-5,Vanderbilt,3/19/1994,5,0,Minnesota Vikings / 7th / 227th pick / 2016
12,Dede Westbrook\WestDe00,28,WR,15,0,178,6-0,Blinn College (TX)Oklahoma,11/21/1993,4,1,Jacksonville Jaguars / 4th / 110th pick / 2017
79,Kenny Willekes\WillKe06,24,DL,6,0,264,6-3,Michigan St.,7/22/1997,Rook,1,Minnesota Vikings / 7th / 225th pick / 2020
98,D.J. Wonnum\WonnDJ00,24,DL,17,14,258,6-5,South Carolina,10/31/1997,1,7,Minnesota Vikings / 4th / 117th pick / 2020
23,Xavier Woods\WoodXa00,26,SS,17,17,204,5-11,Louisiana Tech,7/26/1995,4,6,Dallas Cowboys / 6th / 191st pick / 2017
66,Eddie Yarbrough\YarbEd01,28,DE,4,0,259,6-3,Wyoming,4/24/1993,4,0,
,Team Total,26.2,,17,,241.3,6-2.3,,,3.3,,
