No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
23,C.J. Henderson\HendCJ00,23,CB,2,2,204,6-1,Florida,9/30/1998,1,1,Jacksonville Jaguars / 1st / 9th pick / 2020
37,Tre Herndon\HernTr00,25,CB,9,3,185,5-11,Vanderbilt,3/5/1996,3,1,
86,Jacob Hollister\HollJa03,28,TE,7,2,239,6-4,Wyoming,11/18/1993,4,0,
24,Carlos Hyde\HydeCa00,31,RB,12,2,229,6-0,Ohio St.,9/20/1990,7,2,San Francisco 49ers / 2nd / 57th pick / 2014
44,Myles Jack\JackMy00,26,OLB,15,15,244,6-1,UCLA,9/3/1995,5,6,Jacksonville Jaguars / 2nd / 36th pick / 2016
34,Michael Jacquet\JacqMi00,24,DB,1,0,201,6-2,Louisiana,1/29/1997,1,0,
2,Rayshawn Jenkins\JenkRa00,27,FS,14,14,220,6-1,Miami (FL),1/25/1994,4,4,Los Angeles Chargers / 4th / 113th pick / 2017
12,Tyron Johnson\JohnTy03,25,WR,5,0,193,6-1,LSUOklahoma St.,1/8/1996,1,0,
40,Jamir Jones\JoneJa11,23,OLB,2,0,255,6-3,Notre Dame,6/14/1998,Rook,0,
11,Marvin Jones\JoneMa02,31,WR,17,16,199,6-2,California,3/12/1990,9,5,Cincinnati Bengals / 5th / 166th pick / 2012
4,Josh Lambo\LambJo00,31,K,3,0,215,6-0,Texas A&M,11/19/1990,6,0,
16,Trevor Lawrence\LawrTr00,22,QB,17,17,213,6-6,Clemson,10/6/1999,Rook,7,Jacksonville Jaguars / 1st / 1st pick / 2021
21,Nevin Lawson\LawsNe00,30,CB,12,4,192,5-9,Utah St.,4/23/1991,7,2,Detroit Lions / 4th / 133rd pick / 2014
65,Brandon Linder\LindBr00,29,OG,9,9,315,6-6,Miami (FL),1/25/1992,7,3,Jacksonville Jaguars / 3rd / 93rd pick / 2014
72,Walker Little\LittWa00,22,OT,9,3,309,6-7,Stanford,4/1/1999,Rook,1,Jacksonville Jaguars / 2nd / 45th pick / 2021
84,Chris Manhertz\ManhCh00,29,TE,17,10,255,6-6,Canisius,4/10/1992,7,0,
46,Ross Matiscik\MatiRo00,25,LS,17,0,235,6-0,Baylor,9/13/1996,1,1,
55,Lerentee McCray\McCrLe01,31,LB,12,0,249,6-3,Florida,8/26/1990,8,1,
62,KC McDermott\McDeKC01,25,OL,9,1,311,6-5,Miami (FL),4/18/1996,1,1,
22,Bradley McDougald\McDoBr01,31,FS,1,0,215,6-1,Kansas,11/15/1990,8,0,
19,Jaydon Mickens\MickJa01,27,WR,6,0,170,5-11,Washington,4/21/1994,4,0,
68,Andrew Norwell\NorwAn01,30,G,17,17,325,6-6,Ohio St.,10/25/1991,7,5,
80,James O'Shaughnessy\O'ShJa00,29,TE,7,6,245,6-4,Illinois St.,1/14/1992,6,2,Kansas City Chiefs / 5th / 173rd pick / 2015
33,Dare Ogunbowale\OgunDa00,27,RB,17,2,205,5-10,Wisconsin,5/4/1994,4,1,
22,Devine Ozigbo\OzigDe01,25,RB,1,0,225,6-0,Nebraska,10/2/1996,2,0,
50,Shaquille Quarterman\QuarSh00,24,LB,17,0,234,6-0,Miami (FL),10/28/1997,1,1,Jacksonville Jaguars / 4th / 140th pick / 2020
76,Will Richardson\RichWi01,25,OT,13,2,306,6-6,North Carolina St.,1/4/1996,3,1,Jacksonville Jaguars / 4th / 129th pick / 2018
95,Roy Robertson-Harris\RobeRo00,28,DE,14,13,298,6-5,Texas-El Paso,7/23/1993,4,5,
74,Cam Robinson\RobiCa00,26,OT,14,14,320,6-6,Alabama,10/9/1995,4,5,Jacksonville Jaguars / 2nd / 34th pick / 2017
25,James Robinson\RobiJa00,23,RB,14,13,219,5-9,Butler (KS)Illinois St.,8/9/1998,1,5,
29,Brandon Rusnak\WatsBr01,26,DB,4,0,198,5-11,Michigan,7/11/1995,2,0,
49,Chapelle Russell\RussCh00,24,LB,16,1,236,6-2,Temple,1/20/1997,1,1,Tampa Bay Buccaneers / 7th / 241st pick / 2020
36,Mekhi Sargent\SargMe00,24,RB,1,0,208,5-8,Iowa WesternIowa,10/8/1997,Rook,0,
13,JK Scott\ScotJK00,26,P,1,0,208,6-6,Alabama,10/30/1995,3,0,Green Bay Packers / 5th / 172nd pick / 2018
69,Tyler Shatley\ShatTy00,30,OG,17,8,310,6-3,Clemson,5/5/1991,7,3,
10,Laviska Shenault Jr.\ShenLa00,23,WR,16,10,227,6-1,Colorado,10/5/1998,1,4,Jacksonville Jaguars / 2nd / 42nd pick / 2020
19,Devin Smith\SmitDe04,29,WR,4,0,199,6-1,Ohio St.,3/3/1992,6,0,New York Jets / 2nd / 37th pick / 2015
92,Jordan Smith\SmitJo03,23,OLB,2,0,255,6-6,FloridaButler (KS)Ala-Birmingham,4/10/1998,Rook,0,Jacksonville Jaguars / 4th / 121st pick / 2021
91,Dawuane Smoot\SmooDa00,26,DE,16,10,264,6-3,Illinois,3/2/1995,4,5,Jacksonville Jaguars / 3rd / 68th pick / 2017
75,Jawaan Taylor\TaylJa02,24,OL,17,17,312,6-5,Florida,11/25/1997,2,6,Jacksonville Jaguars / 2nd / 35th pick / 2019
20,Daniel Thomas\ThomDa07,23,S,16,2,215,5-10,Auburn,7/1/1998,1,1,Jacksonville Jaguars / 5th / 157th pick / 2020
73,Badara Traore\TraoBa00,24,T,1,0,320,6-7,LSU,3/12/1997,Rook,0,
18,Laquon Treadwell\TreaLa00,26,WR,12,7,215,6-2,Mississippi,6/14/1995,5,3,Minnesota Vikings / 1st / 23rd pick / 2016
97,Jay Tufele\TufeJa00,22,DT,4,0,305,6-3,USC,7/25/1999,Rook,0,Jacksonville Jaguars / 4th / 106th pick / 2021
77,Tre'Vour Wallace-Simms\WallTr01,24,G,1,0,336,6-4,Missouri,9/25/1997,1,0,
59,Jihad Ward\WardJi02,27,DE,17,1,287,6-5,Illinois,5/11/1994,5,2,Oakland Raiders / 2nd / 44th pick / 2016
47,Kahale Warring\WarrKa00,24,TE,1,0,252,6-5,San Diego St.,3/23/1997,1,0,Houston Texans / 3rd / 86th pick / 2019
54,Damien Wilson\WilsDa02,28,ILB,17,17,243,6-0,Minnesota,5/28/1993,6,7,Dallas Cowboys / 4th / 127th pick / 2015
42,Andrew Wingard\WingAn01,25,S,15,15,209,6-0,Wyoming,12/5/1996,2,5,
15,Matthew Wright\WrigMa00,25,K,14,0,179,6-0,Central Florida,3/22/1996,1,3,
,Team Total,25.9,,17,,239.8,6-2.1,,,3.1,,
