No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
89,Bryan Edwards\EdwaBr01,23,WR,16,12,212,6-3,South Carolina,11/13/1998,1,4,Las Vegas Raiders / 3rd / 81st pick / 2020
72,Jermaine Eluemunor\ElueJe00,27,OG,14,3,245,6-4,LackawannaTexas A&M,12/13/1994,4,2,Baltimore Ravens / 5th / 159th pick / 2017
35,Brandon Facyson\FacyBr00,27,CB,12,9,197,6-2,Virginia Tech,9/8/1994,3,3,
99,Clelin Ferrell\FerrCl00,24,EDGE,16,0,265,6-4,Clemson,5/17/1997,2,1,Oakland Raiders / 1st / 4th pick / 2019
43,Kavon Frazier\FrazKa00,27,FS,1,0,220,6-0,Central Michigan,8/11/1994,5,0,Dallas Cowboys / 6th / 212th pick / 2016
37,Tyree Gillespie\GillTy00,23,S,11,0,207,6-0,Missouri,9/5/1998,Rook,1,Las Vegas Raiders / 4th / 143rd pick / 2021
71,Denzelle Good\GoodDe01,30,OT,1,1,340,6-5,Mars Hill,3/8/1991,6,0,Indianapolis Colts / 7th / 255th pick / 2015
90,Johnathan Hankins\HankJo00,29,DT,14,14,340,6-3,Ohio St.,3/30/1992,8,5,New York Giants / 2nd / 49th pick / 2013
29,Casey Hayward\HaywCa00,32,DB,17,17,192,5-11,Vanderbilt,9/9/1989,9,5,Green Bay Packers / 2nd / 62nd pick / 2012
86,Daniel Helm\HelmDa01,26,TE,9,1,248,6-4,Duke,4/20/1995,1,0,
39,Nate Hobbs\HobbNa00,22,CB,16,9,195,6-0,Illinois,6/24/1999,Rook,3,Las Vegas Raiders / 5th / 167th pick / 2021
45,Alec Ingold\IngoAl01,25,FB,9,3,240,6-1,Wisconsin,7/9/1996,2,1,
1,DeSean Jackson\JackDe00,35,WR,9,4,175,5-10,California,12/1/1986,13,2,Philadelphia Eagles / 2nd / 49th pick / 2008
28,Josh Jacobs\JacoJo01,23,RB,15,14,220,5-10,Alabama,2/11/1998,2,7,Oakland Raiders / 1st / 24th pick / 2019
68,Andre James\JameAn01,24,OL,17,17,300,6-4,UCLA,5/2/1997,2,8,
77,Quinton Jefferson\JeffQu00,28,DT,17,17,291,6-4,Maryland,3/31/1993,5,7,Seattle Seahawks / 5th / 147th pick / 2016
17,Tyron Johnson\JohnTy03,25,WR,5,0,193,6-1,LSUOklahoma St.,1/8/1996,1,0,
7,Zay Jones\JoneZa00,26,WR,17,9,200,6-2,East Carolina,3/30/1995,4,4,Buffalo Bills / 2nd / 37th pick / 2017
51,Malcolm Koonce\KoonMa00,23,DE,5,0,250,6-2,Buffalo,6/6/1998,Rook,0,Las Vegas Raiders / 3rd / 79th pick / 2021
44,Nick Kwiatkoski\KwiaNi00,28,ILB,8,0,242,6-2,West Virginia,5/26/1993,5,1,Chicago Bears / 4th / 113th pick / 2016
70,Alex Leatherwood\LeatAl00,22,T,17,17,312,6-5,Alabama,1/5/1999,Rook,8,Las Vegas Raiders / 1st / 17th pick / 2021
32,Dallin Leavitt\LeavDa00,27,S,16,1,195,5-10,Utah St.,8/8/1994,3,1,
55,Marquel Lee\LeexMa01,26,ILB,11,0,235,6-3,Wake Forest,10/21/1995,4,1,Oakland Raiders / 5th / 168th pick / 2017
42,Cory Littleton\LittCo01,28,LB,17,13,228,6-3,Washington,11/18/1993,5,6,
8,Marcus Mariota\MariMa01,28,QB,10,0,222,6-4,Oregon,10/30/1993,6,0,Tennessee Titans / 1st / 2nd pick / 2015
66,Nick Martin\MartNi00,28,C,17,0,295,6-4,Notre Dame,4/29/1993,4,1,Houston Texans / 2nd / 50th pick / 2016
93,Gerald McCoy\McCoGe99,33,DT,1,0,295,6-4,Oklahoma,2/25/1988,11,0,Tampa Bay Buccaneers / 1st / 3rd pick / 2010
74,Kolton Miller\MillKo00,26,OT,17,17,325,6-8,UCLA,10/9/1995,3,8,Oakland Raiders / 1st / 15th pick / 2018
25,Trevon Moehrig\MoehTr00,22,S,17,17,202,6-2,TCU,6/16/1999,Rook,5,Las Vegas Raiders / 2nd / 43rd pick / 2021
87,Foster Moreau\MoreFo00,24,TE,17,11,250,6-4,LSU,5/6/1997,2,3,Oakland Raiders / 4th / 137th pick / 2019
27,Trayvon Mullen\MullTr00,24,CB,5,5,200,6-2,Clemson,9/20/1997,2,2,Oakland Raiders / 2nd / 40th pick / 2019
94,Carl Nassib\NassCa00,28,DE,13,0,275,6-7,Penn St.,4/12/1993,5,1,Cleveland Browns / 3rd / 65th pick / 2016
91,Yannick Ngakoue\NgakYa00,26,DE,17,17,246,6-2,Maryland,3/31/1995,5,7,Jacksonville Jaguars / 3rd / 69th pick / 2016
22,Keisean Nixon\NixoKe00,24,CB,11,1,200,5-10,South Carolina,6/22/1997,2,1,
48,Patrick Onwuasor\OnwuPa00,29,LB,6,0,227,6-0,ArizonaPortland St.,8/22/1992,5,0,
75,Brandon Parker\ParkBr01,26,OT,17,13,320,6-8,North Carolina A&T,10/21/1995,3,6,Oakland Raiders / 3rd / 65th pick / 2018
52,Denzel Perryman\PerrDe00,29,ILB,15,15,240,5-11,Miami (FL),12/5/1992,6,9,San Diego Chargers / 2nd / 48th pick / 2015
3,Nathan Peterman\PeteNa00,27,QB,1,0,225,6-2,TennesseePittsburgh,5/4/1994,4,0,Buffalo Bills / 5th / 171st pick / 2017
96,Darius Philon\PhilDa01,27,DT,11,2,286,6-1,Arkansas,1/22/1994,6,2,San Diego Chargers / 6th / 192nd pick / 2015
36,Trey Ragas\RagaTr00,25,RB,1,0,214,5-10,Louisiana,11/7/1996,Rook,0,
13,Hunter Renfrow\RenfHu00,26,WR,17,9,185,5-10,Clemson,12/21/1995,2,8,Oakland Raiders / 5th / 149th pick / 2019
30,Jalen Richard\RichJa01,28,RB,10,0,207,5-8,Southern Miss,10/15/1993,5,1,
21,Amik Robertson\RobeAm00,23,CB,10,2,187,5-8,Louisiana Tech,7/6/1998,1,1,Las Vegas Raiders / 4th / 139th pick / 2020
11,Henry Ruggs III\RuggHe00,22,WR,7,7,190,6-0,Alabama,1/24/1999,1,4,Las Vegas Raiders / 1st / 12th pick / 2020
47,Trent Sieg\SiegTr00,26,LS,16,0,240,6-3,Colorado St.,5/19/1995,3,1,
60,Jordan Simmons\SimmJo00,27,G,5,0,339,6-4,USC,7/15/1994,3,0,
76,John Simpson\SimpJo00,24,OL,17,17,321,6-4,Clemson,8/19/1997,1,7,Las Vegas Raiders / 4th / 109th pick / 2020
41,Sutton Smith\SmitSu00,25,DE,8,0,232,6-0,Northern Illinois,3/22/1996,Rook,0,Pittsburgh Steelers / 6th / 175th pick / 2019
17,Willie Snead\SneaWi00,29,WR,7,0,200,5-11,Ball St.,10/17/1992,7,0,
97,Damion Square\SquaDa00,32,DE,8,1,293,6-2,Alabama,2/6/1989,8,1,
16,Dillon Stoner\StonDi00,23,WR,6,0,196,6-0,Oklahoma St.,2/6/1998,Rook,0,
33,Roderic Teamer\TeamRo00,24,S,10,2,205,6-0,Tulane,5/12/1997,2,1,
92,Solomon Thomas\ThomSo00,26,DE,17,0,280,6-3,Stanford,8/26/1995,4,1,San Francisco 49ers / 1st / 3rd pick / 2017
46,Carson Tinker\TinkCa00,32,LS,1,0,233,6-0,Alabama,11/15/1989,8,0,
10,Desmond Trufant\TrufDe00,31,CB,8,1,190,6-0,Washington,9/10/1990,8,1,Atlanta Falcons / 1st / 22nd pick / 2013
95,Kendal Vickers\VickKe00,26,DE,2,0,295,6-3,Tennessee,5/23/1995,1,0,
83,Darren Waller\WallDa01,29,TE,11,11,255,6-6,Georgia Tech,9/13/1992,6,5,Baltimore Ravens / 6th / 204th pick / 2015
53,Javin White\WhitJa04,24,DB,1,0,205,6-3,UNLV,2/21/1997,1,0,
58,Kyle Wilber\WilbKy00,32,OLB,2,0,240,6-4,Wake Forest,4/26/1989,9,0,Dallas Cowboys / 4th / 113th pick / 2012
34,K.J. Wright\WrigK.00,32,MLB,17,8,246,6-4,Mississippi St.,7/23/1989,10,4,Seattle Seahawks / 4th / 99th pick / 2011
,Team Total,26.6,,17,,240.4,6-2.1,,,3.7,,
