No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
38,Myles Hartsfield\HartMy00,24,DB,10,9,210,5-11,Mississippi,8/5/1997,1,3,
98,Marquis Haynes\HaynMa01,28,OLB,17,0,235,6-2,Mississippi,12/16/1993,3,1,Carolina Panthers / 4th / 136th pick / 2018
15,C.J. Henderson\HendCJ00,23,CB,10,5,204,6-1,Florida,9/30/1998,1,2,Jacksonville Jaguars / 1st / 9th pick / 2020
69,Frank Herron\HerrFr00,27,DL,1,0,305,6-4,LSU,7/9/1994,2,0,
8,Jaycee Horn\HornJa00,22,CB,3,3,200,6-1,South Carolina,11/26/1999,Rook,1,Carolina Panthers / 1st / 8th pick / 2021
66,Mike Horton\HortMi00,25,G,3,0,325,6-4,Auburn,10/7/1996,Rook,0,
71,Phil Hoskins\HoskPh00,24,DT,3,0,315,6-5,Highland (KS)Kentucky,1/2/1997,Rook,0,Carolina Panthers / 7th / 232nd pick / 2021
30,Chuba Hubbard\HubbCh01,22,RB,17,10,210,6-1,Oklahoma St.,6/11/1999,Rook,5,Carolina Panthers / 4th / 126th pick / 2021
26,Donte Jackson\JackDo02,26,CB,12,12,180,5-10,LSU,11/8/1995,3,4,Carolina Panthers / 2nd / 55th pick / 2018
44,J.J. Jansen\JansJ.00,35,C,17,0,235,6-2,Notre Dame,1/20/1986,12,1,
92,Darryl Johnson\JohnDa10,24,DE,3,0,250,6-6,North Carolina A&T,4/4/1997,2,0,Buffalo Bills / 7th / 225th pick / 2019
57,Clay Johnston\JohnCl00,25,LB,6,0,225,6-1,Baylor,8/8/1996,1,0,Los Angeles Rams / 7th / 234th pick / 2020
90,DaQuan Jones\JoneDa04,30,DT,17,17,320,6-4,Penn St.,12/27/1991,7,7,Tennessee Titans / 4th / 112th pick / 2014
73,Michael Jordan\JordMi01,23,OL,11,10,315,6-6,Ohio St.,1/25/1998,2,3,Cincinnati Bengals / 4th / 136th pick / 2019
18,Keith Kirkwood\KirkKe00,27,WR,3,0,210,6-3,HawaiiTemple,12/26/1994,3,0,
49,Frankie Luvu\LuvuFr00,25,LB,16,4,235,6-3,Washington St.,9/19/1996,3,3,
88,Terrace Marshall Jr.\MarsTe00,21,WR,13,3,200,6-2,LSU,6/9/2000,Rook,1,Carolina Panthers / 2nd / 59th pick / 2021
47,Kamal Martin\MartKa01,23,LB,6,1,240,6-3,Minnesota,6/17/1998,1,1,Green Bay Packers / 5th / 175th pick / 2020
22,Christian McCaffrey\McCaCh01,25,RB,7,7,205,5-11,Stanford,6/7/1996,4,5,Carolina Panthers / 1st / 8th pick / 2017
29,Rashaan Melvin\MelvRa00,32,CB,10,2,195,6-2,Northern Illinois,10/2/1989,8,1,
67,John Miller\MillJo04,28,OG,10,10,315,6-3,Louisville,8/12/1993,6,3,Buffalo Bills / 3rd / 81st pick / 2015
2,D.J. Moore\MoorD.00,24,WR,17,17,210,6-0,Maryland,4/14/1997,3,9,Carolina Panthers / 1st / 24th pick / 2018
72,Taylor Moton\MotoTa00,27,OT,17,17,325,6-5,Western Michigan,8/14/1994,4,7,Carolina Panthers / 2nd / 64th pick / 2017
1,Cam Newton\NewtCa00,32,QB,8,5,245,6-5,FloridaBlinn College (TX)Auburn,5/11/1989,10,3,Carolina Panthers / 1st / 1st pick / 2011
94,Daviyon Nixon\NixoDa00,23,DT,7,0,305,6-3,Iowa WesternIowa,12/13/1998,Rook,0,Carolina Panthers / 5th / 158th pick / 2021
63,Patrick Omameh\OmamPa00,32,G,1,0,327,6-4,Michigan,12/29/1989,8,0,
61,Matt Paradis\ParaMa00,32,C,9,9,300,6-3,Boise St.,10/12/1989,7,3,Denver Broncos / 6th / 207th pick / 2014
19,Aaron Parker\ParkAa01,23,WR,1,0,191,6-3,Rhode Island,5/21/1998,Rook,0,
74,Austen Pleasants\PleaAu00,24,T,1,0,312,6-7,Ohio,8/22/1997,Rook,0,
43,Haason Reddick\ReddHa00,27,OLB,16,16,235,6-1,Temple,9/22/1994,4,7,Arizona Cardinals / 1st / 13th pick / 2017
45,Giovanni Ricci\RiccGi00,25,TE,16,1,240,6-3,Western Michigan,10/16/1996,Rook,0,
27,Kenny Robinson Jr.\RobiKe02,22,S,10,1,202,6-2,West Virginia,1/8/1999,1,1,Carolina Panthers / 5th / 152nd pick / 2020
93,Bravvion Roy\RoyxBr00,25,DT,17,2,330,6-1,Baylor,10/18/1996,1,2,Carolina Panthers / 6th / 184th pick / 2020
9,Ryan Santoso\SantRy00,26,P,1,0,258,6-5,Minnesota,8/26/1995,2,0,
81,C.J. Saunders\SaunCJ00,25,WR,2,0,190,5-10,Ohio St.,9/15/1996,Rook,0,
78,Trenton Scott\ScotTr01,27,T,14,5,320,6-5,Grambling St.,1/25/1994,3,3,
20,Rodney Smith\SmitRo08,25,RB,2,0,210,5-11,Minnesota,2/28/1996,1,0,
12,Shi Smith\SmitSh03,23,WR,6,0,190,5-10,South Carolina,10/26/1998,Rook,1,Carolina Panthers / 6th / 204th pick / 2021
83,Willie Snead\SneaWi00,29,WR,2,0,200,5-11,Ball St.,10/17/1992,7,0,
50,Julian Stanford\StanJu00,31,LB,17,0,230,6-1,Wagner,9/2/1990,9,1,
84,Stephen Sullivan\SullSt00,25,TE,3,0,248,6-5,LSU,11/28/1996,1,0,Seattle Seahawks / 7th / 251st pick / 2020
28,Keith Taylor\TaylKe03,23,CB,17,3,195,6-3,Washington,11/20/1998,Rook,2,Carolina Panthers / 5th / 166th pick / 2021
68,Sam Tecklenburg\TeckSa00,24,C,15,1,310,6-4,Baylor,1/31/1997,1,1,
80,Ian Thomas\ThomIa00,25,TE,17,13,260,6-4,Indiana,6/6/1996,3,1,Carolina Panthers / 4th / 101st pick / 2018
23,Stantley Thomas-Oliver\ThomSt00,23,CB,12,0,190,6-0,Florida International,6/4/1998,1,1,Carolina Panthers / 7th / 221st pick / 2020
86,Colin Thompson\ThomCo03,28,TE,11,2,255,6-4,TempleFlorida,12/15/1993,1,0,
54,Shaq Thompson\ThomSh01,27,OLB,14,13,230,6-0,Washington,4/21/1994,6,6,Carolina Panthers / 1st / 25th pick / 2015
82,Tommy Tremble\TremTo00,21,TE,16,11,250,6-4,Notre Dame,6/2/2000,Rook,1,Carolina Panthers / 3rd / 83rd pick / 2021
6,P.J. Walker\WalkPh00,26,QB,5,1,210,5-11,Temple,2/26/1995,3,1,
10,Ryan Winslow\WinsRy00,27,P,2,0,217,6-5,Pittsburgh,4/30/1994,2,0,
16,Brandon Zylstra\ZylsBr00,28,WR,13,3,215,6-2,Concordia-Moorhead (MN),3/25/1993,3,2,
,Team Total,25.9,,17,,242.0,6-2.3,,,2.8,,
