No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
4,Taylor Heinicke\HeinTa00,28,QB,16,15,210,6-1,Old Dominion,3/15/1993,4,11,
88,Temarrick Hemingway\HemiTe00,28,TE,2,1,245,6-5,South Carolina St.,7/30/1993,5,0,Los Angeles Rams / 6th / 177th pick / 2016
55,Cole Holcomb\HolcCo00,25,LB,16,16,240,6-1,North Carolina,7/30/1996,2,8,Washington Redskins / 5th / 173rd pick / 2019
3,Dustin Hopkins\HopkDu00,31,K,6,0,205,6-2,Florida St.,10/1/1990,8,1,Buffalo Bills / 6th / 177th pick / 2013
47,Khaleke Hudson\HudsKh00,24,LB,12,1,220,6-0,Michigan,12/6/1997,1,1,Washington Football Team / 5th / 162nd pick / 2020
13,Adam Humphries\HumpAd00,28,WR,17,11,195,5-11,Clemson,6/24/1993,6,3,
98,Matthew Ioannidis\IoanMa01,27,DT,16,6,310,6-3,Temple,1/11/1994,5,3,Washington Redskins / 5th / 152nd pick / 2016
60,Keith Ismael\IsmaKe00,23,OL,10,5,309,6-3,San Diego St.,7/25/1998,1,2,Washington Football Team / 5th / 156th pick / 2020
23,William Jackson III\JackWi02,29,CB,12,12,189,6-0,HoustonTrinity Valley CC (TX),10/27/1992,4,4,Cincinnati Bengals / 1st / 24th pick / 2016
16,Brian Johnson\JohnBr05,22,K,3,0,185,6-1,Virginia Tech,3/5/1999,Rook,0,
36,Danny Johnson\JohnDa09,26,CB,12,1,190,5-9,Southern,11/17/1995,3,1,
59,Jordan Kunaszyk\KunaJo00,25,LB,11,0,235,6-3,California,10/15/1996,2,1,
69,Tyler Larsen\LarsTy00,30,C,9,3,335,6-4,Utah St.,7/8/1991,5,2,
72,Charles Leno Jr.\LenoCh00,30,LT,17,17,302,6-3,Boise St.,10/9/1991,7,8,Chicago Bears / 7th / 246th pick / 2014
78,Cornelius Lucas\LucaCo01,30,OT,15,7,327,6-8,Kansas St.,7/18/1991,7,4,
51,David Mayo\MayoDa00,28,ILB,16,4,240,6-2,Texas St.,8/18/1993,6,3,Carolina Panthers / 5th / 169th pick / 2015
20,Bobby McCain\McCaBo01,28,CB,17,16,196,5-9,Memphis,8/18/1993,6,6,Miami Dolphins / 5th / 145th pick / 2015
41,J.D. McKissic\McKiJ.00,28,WR,11,3,195,5-10,Arkansas St.,8/15/1993,5,5,
17,Terry McLaurin\McLaTe00,26,WR,17,17,210,6-0,Ohio St.,9/15/1995,2,9,Washington Redskins / 3rd / 76th pick / 2019
35,Torry McTyer\McTyTo00,26,CB,4,0,188,5-11,UNLV,4/10/1995,4,0,
15,Dax Milne\MilnDa00,22,WR,13,1,190,6-0,BYU,6/23/1999,Rook,1,Washington Football Team / 7th / 258th pick / 2021
50,Jared Norris\NorrJa00,28,LB,5,0,238,6-1,Utah,7/19/1993,5,0,
43,Nate Orchard\OrchNa00,28,OLB,2,0,251,6-3,Utah,1/5/1993,6,0,Cleveland Browns / 2nd / 51st pick / 2015
32,Jaret Patterson\PattJa01,22,RB,17,1,195,5-8,Buffalo,12/23/1999,Rook,2,
94,Daron Payne\PaynDa00,24,DT,17,17,320,6-3,Alabama,5/27/1997,3,7,Washington Redskins / 1st / 13th pick / 2018
39,Jeremy Reaves\ReavJe00,25,FS,5,2,205,5-11,South Alabama,8/29/1996,3,1,
80,Sammis Reyes\ReyeSa00,26,TE,11,1,260,6-5,TulaneLoyola (LA),10/19/1995,Rook,0,
34,Darryl Roberts\RobeDa00,31,CB,6,3,190,6-0,Marshall,11/26/1990,5,1,New England Patriots / 7th / 247th pick / 2015
57,Bunmi Rotimi\RotiBu00,26,DE,9,1,273,6-3,Old Dominion,7/16/1995,Rook,1,
73,Chase Roullier\RoulCh00,28,C,8,8,312,6-4,Wyoming,8/23/1993,4,3,Washington Redskins / 6th / 199th pick / 2017
10,Curtis Samuel\SamuCu00,25,WR,5,1,195,5-11,Ohio St.,8/11/1996,4,0,Carolina Panthers / 2nd / 40th pick / 2017
75,Brandon Scherff\ScheBr00,30,G,11,11,315,6-5,Iowa,12/26/1991,6,5,Washington Redskins / 1st / 5th pick / 2015
71,Wes Schweitzer\SchwWe00,28,OT,11,5,300,6-4,San Jose St.,9/11/1993,4,2,Atlanta Falcons / 6th / 195th pick / 2016
83,Ricky Seals-Jones\SealRi00,26,TE,13,6,243,6-5,Texas A&M,3/15/1995,4,2,
97,Tim Settle\SettTi00,24,DT,16,0,308,6-3,Virginia Tech,7/11/1997,3,1,Washington Redskins / 5th / 163rd pick / 2018
11,Cam Sims\SimsCa00,25,WR,14,3,220,6-5,Alabama,1/6/1996,3,2,
3,Joey Slye\SlyeJo00,25,K,6,0,213,5-11,Virginia Tech,4/10/1996,2,2,
34,Wendell Smallwood\SmalWe00,27,RB,3,0,208,5-10,West Virginia,1/20/1994,5,0,Philadelphia Eagles / 5th / 153rd pick / 2016
96,James Smith-Williams\SmitJa08,24,DL,14,6,265,6-4,North Carolina St.,7/30/1997,1,3,Washington Football Team / 7th / 229th pick / 2020
69,Akeem Spence\SpenAk00,30,DT,1,0,303,6-1,Illinois,11/29/1991,8,0,Tampa Bay Buccaneers / 4th / 100th pick / 2013
25,Benjamin St-Juste\StJuBe00,24,DB,9,3,200,6-3,MichiganMinnesota,9/8/1997,Rook,1,Washington Football Team / 3rd / 74th pick / 2021
66,David Steinmetz\SteiDa00,26,T,3,0,321,6-8,Purdue,3/1/1995,1,0,
90,Montez Sweat\SweaMo00,25,EDGE,10,10,262,6-6,Mississippi St.,9/4/1996,2,4,Washington Redskins / 1st / 26th pick / 2019
86,Tyrone Swoopes\SwooTy00,27,TE,1,0,254,6-4,Texas,11/14/1994,4,0,
82,Logan Thomas\ThomLo00,30,QB/TE,6,6,250,6-6,Virginia Tech,7/1/1991,7,2,Arizona Cardinals / 4th / 120th pick / 2014
58,Shaka Toney\ToneSh00,23,DE,10,1,238,6-2,Penn St.,1/7/1998,Rook,1,Washington Football Team / 7th / 246th pick / 2021
95,Casey Toohill\ToohCa00,25,LB,16,6,254,6-5,Stanford,8/22/1996,1,3,Philadelphia Eagles / 7th / 233rd pick / 2020
61,Najee Toran\ToraNa00,26,OL,1,0,305,6-2,UCLA,11/15/1995,3,0,
61,Jon Toth\TothJo00,27,C,6,0,310,6-5,Kentucky,2/11/1994,3,0,
5,Tress Way\WayxTr00,31,P,16,0,220,6-1,Oklahoma,4/18/1990,7,3,
35,Jonathan Williams\WillJo07,27,RB,5,0,217,6-0,Arkansas,2/2/1994,5,1,Buffalo Bills / 5th / 156th pick / 2016
12,Ryan Winslow\WinsRy00,27,P,1,0,217,6-5,Pittsburgh,4/30/1994,2,0,
92,Daniel Wise\WiseDa01,25,DL,6,1,279,6-3,Kansas,1/16/1996,Rook,1,
99,Chase Young\YounCh04,22,DL,9,9,264,6-5,Ohio St.,4/14/1999,1,4,Washington Football Team / 1st / 2nd pick / 2020
,Team Total,26.3,,17,,243.8,6-2.1,,,3.3,,
