No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
52,Elandon Roberts\RobeEl00,27,ILB,17,15,238,6-1,Houston,4/22/1994,5,9,New England Patriots / 6th / 214th pick / 2016
21,Eric Rowe\RoweEr00,29,CB,17,4,205,6-1,Utah,10/3/1992,6,2,Philadelphia Eagles / 2nd / 47th pick / 2015
7,Jason Sanders\SandJa00,26,K,17,0,197,5-11,New Mexico,11/16/1995,3,2,Miami Dolphins / 7th / 229th pick / 2018
57,Brennan Scarlett\ScarBr00,28,LB,13,4,263,6-4,CaliforniaStanford,7/31/1993,5,3,
22,Jordan Scarlett\ScarJo00,25,RB,1,0,210,5-11,Florida,2/9/1996,2,0,Carolina Panthers / 5th / 154th pick / 2019
80,Adam Shaheen\ShahAd00,27,TE,12,7,257,6-7,Ashland,10/24/1994,4,1,Chicago Bears / 2nd / 45th pick / 2017
97,Jabaal Sheard\SheaJa00,32,DL,1,0,268,6-3,Pittsburgh,5/10/1989,10,0,Cleveland Browns / 2nd / 37th pick / 2011
92,Zach Sieler\SielZa00,26,DE,17,9,297,6-6,Ferris St.,9/7/1995,3,6,Baltimore Ravens / 7th / 238th pick / 2018
81,Durham Smythe\SmytDu00,26,TE,17,12,246,6-6,Notre Dame,8/9/1995,3,3,Miami Dolphins / 4th / 123rd pick / 2018
1,Tua Tagovailoa\TagoTu00,23,QB,13,12,217,6-1,Alabama,3/2/1998,1,7,Miami Dolphins / 1st / 5th pick / 2020
64,Cameron Tom\TomxCa00,26,C,1,0,300,6-4,Southern Miss,6/21/1995,3,0,
43,Andrew Van Ginkel\VanGAn00,26,LB,17,14,242,6-4,Wisconsin,7/1/1995,2,8,Miami Dolphins / 5th / 151st pick / 2019
17,Jaylen Waddle\WaddJa00,23,WR,16,16,182,5-10,Alabama,11/25/1998,Rook,7,Miami Dolphins / 1st / 6th pick / 2021
94,Christian Wilkins\WilkCh00,26,DL,17,17,310,6-4,Clemson,12/20/1995,2,9,Miami Dolphins / 1st / 13th pick / 2019
18,Preston Williams\WillPr01,24,WR,8,3,220,6-5,Colorado St.,3/27/1997,2,1,
51,Trill Williams\WillTr07,22,CB,1,0,205,6-1,Syracuse,12/29/1999,Rook,0,
2,Albert Wilson\WilsAl02,29,WR,14,5,195,5-9,Georgia St.,7/12/1992,7,2,
,Team Total,26.3,,17,,236.8,6-1.8,,,3.4,,
