No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
79,Ty Nsekhe\NsekTy00,36,T,12,0,325,6-8,Texas St.,10/27/1985,9,1,
75,Osa Odighizuwa\OdigOs00,23,DT,16,12,280,6-2,UCLA,8/13/1998,Rook,6,Dallas Cowboys / 3rd / 75th pick / 2021
11,Micah Parsons\ParsMi00,22,LB,16,16,245,6-3,Penn St.,5/26/1999,Rook,18,Dallas Cowboys / 1st / 12th pick / 2021
20,Tony Pollard\PollTo00,24,RB,15,0,209,6-0,Memphis,4/30/1997,2,8,Dallas Cowboys / 4th / 128th pick / 2019
4,Dak Prescott\PresDa01,28,QB,16,16,238,6-2,Mississippi St.,7/29/1993,5,14,Dallas Cowboys / 4th / 135th pick / 2016
46,Nick Ralston\RalsNi00,25,FB,4,0,237,6-0,Louisiana,11/10/1996,Rook,0,
10,Cooper Rush\RushCo00,28,QB,5,1,225,6-3,Central Michigan,11/21/1993,4,1,
86,Dalton Schultz\SchuDa00,25,TE,17,15,244,6-5,Stanford,7/11/1996,3,7,Dallas Cowboys / 4th / 137th pick / 2018
43,Ito Smith\SmitIt00,26,RB,1,0,195,5-9,Southern Miss,9/11/1995,3,0,Atlanta Falcons / 4th / 126th pick / 2018
9,Jaylon Smith\SmitJa05,26,OLB,4,2,245,6-2,Notre Dame,6/14/1995,4,1,Dallas Cowboys / 2nd / 34th pick / 2016
77,Tyron Smith\SmitTy00,31,OT,11,11,320,6-5,USC,12/12/1990,10,8,Dallas Cowboys / 1st / 9th pick / 2011
87,Jeremy Sprinkle\SpriJe00,27,TE,17,4,252,6-5,Arkansas,8/10/1994,4,0,Washington Redskins / 5th / 154th pick / 2017
78,Terence Steele\SteeTe01,24,T,16,13,310,6-6,Texas Tech,6/4/1997,1,7,
23,Darian Thompson\ThomDa05,28,FS,5,0,211,6-2,Boise St.,9/22/1993,5,0,New York Giants / 3rd / 71st pick / 2016
17,Malik Turner\TurnMa00,25,WR,14,0,200,6-2,Illinois,1/30/1996,3,1,
95,Brent Urban\UrbaBr00,30,DE,6,4,295,6-7,Virginia,5/5/1991,7,2,Baltimore Ravens / 4th / 134th pick / 2014
55,Leighton Vander Esch\VandLe00,25,OLB,17,16,256,6-4,Boise St.,2/8/1996,3,8,Dallas Cowboys / 1st / 19th pick / 2018
91,Carlos Watkins\WatkCa00,28,DT,15,14,305,6-3,Clemson,12/5/1993,4,8,Houston Texans / 4th / 142nd pick / 2017
52,Connor Williams\WillCo00,24,OT,17,14,298,6-5,Texas,5/12/1997,3,6,Dallas Cowboys / 2nd / 50th pick / 2018
1,Cedrick Wilson Jr.\WilsCe01,26,WR,16,4,200,6-2,Boise St.,11/20/1995,3,5,Dallas Cowboys / 6th / 208th pick / 2018
6,Donovan Wilson\WilsDo01,26,S,9,3,204,6-0,Texas A&M,2/21/1995,2,1,Dallas Cowboys / 6th / 213th pick / 2019
25,Nahshon Wright\WrigNa00,23,CB,13,1,185,6-4,LaneyOregon St.,9/23/1998,Rook,1,Dallas Cowboys / 3rd / 99th pick / 2021
2,Greg Zuerlein\ZuerGr00,34,K,16,0,191,6-0,Missouri Western St.,12/27/1987,9,2,St. Louis Rams / 6th / 171st pick / 2012
,Team Total,26.1,,17,,244.0,6-2.6,,,3.1,,
