No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
17,Robert Jackson\JackRo00,28,CB,5,0,207,6-2,UNLV,12/8/1993,3,0,
31,Tony Jefferson\JeffTo00,29,FS,4,0,211,5-11,Oklahoma,1/27/1992,8,0,
15,Josh Johnson\JohnJo05,35,QB,1,1,219,6-3,San Diego,5/15/1986,13,1,Tampa Bay Buccaneers / 5th / 160th pick / 2008
61,Jaryd Jones-Smith\JoneJa09,26,T,3,0,345,6-7,Pittsburgh,9/3/1995,1,0,
4,Sam Koch\KochSa20,39,P,17,0,222,6-1,Nebraska,8/13/1982,15,2,Baltimore Ravens / 6th / 203rd pick / 2006
41,Anthony Levine\LeviAn00,34,S,17,1,207,5-11,Tennessee St.,3/27/1987,10,1,
94,Isaiah Mack\MackIs00,25,DT,2,0,299,6-1,Chattanooga,3/19/1996,2,0,
92,Justin Madubuike\MaduJu00,24,DL,15,11,293,6-3,Texas A&M,11/17/1997,1,6,Baltimore Ravens / 3rd / 71st pick / 2020
47,Nate McCrary\McCrNa00,22,,1,0,213,6-0,Saginaw Valley St.,4/9/1999,Rook,0,
69,Kahlil McKenzie\McKeKa00,24,DT,5,0,320,6-3,Tennessee,1/3/1997,3,0,Kansas City Chiefs / 6th / 198th pick / 2018
90,Pernell McPhee\McPhPe00,33,DL,10,0,265,6-3,Mississippi St.,12/17/1988,10,1,Baltimore Ravens / 5th / 165th pick / 2011
65,Patrick Mekari\MekaPa00,24,G,13,12,308,6-4,California,8/13/1997,2,5,
46,Nick Moore\MoorNi00,29,LS,17,0,248,6-2,Georgia,12/9/1992,1,1,
28,Latavius Murray\MurrLa00,31,RB,14,6,230,6-3,Central Florida,1/18/1990,8,3,Oakland Raiders / 6th / 181st pick / 2013
67,Cedric Ogbuehi\OgbuCe00,29,OT,2,0,310,6-5,Texas A&M,4/25/1992,6,0,Cincinnati Bengals / 1st / 21st pick / 2015
84,Josh Oliver\OlivJo00,24,TE,14,1,249,6-5,San Jose St.,3/21/1997,2,1,Jacksonville Jaguars / 3rd / 69th pick / 2019
99,Odafe Oweh\OwehJa00,23,OLB,15,2,251,6-5,Penn St.,12/15/1998,Rook,3,Baltimore Ravens / 1st / 31st pick / 2021
74,Tyre Phillips\PhilTy00,24,OL,10,5,344,6-5,East Mississippi CCMississippi St.,1/29/1997,1,2,Baltimore Ravens / 3rd / 106th pick / 2020
83,Tony Poljan\PoljTo00,24,TE,1,0,265,6-7,Central MichiganVirginia,4/25/1997,Rook,0,
72,Ben Powers\PoweBe00,25,OL,13,12,310,6-4,Oklahoma,10/29/1996,2,4,Baltimore Ravens / 4th / 123rd pick / 2019
11,James Proche\ProcJa00,25,WR,14,0,193,5-11,SMU,9/21/1996,1,2,Baltimore Ravens / 6th / 201st pick / 2020
6,Patrick Queen\QueePa00,22,LB,17,17,232,6-0,LSU,8/13/1999,1,9,Baltimore Ravens / 1st / 28th pick / 2020
42,Patrick Ricard\RicaPa00,27,FB,13,11,311,6-3,Maine,5/27/1994,4,0,
48,Jordan Richards\RichJo00,28,SS,2,0,215,5-11,Stanford,1/21/1993,6,0,New England Patriots / 2nd / 64th pick / 2015
38,Kevon Seymour\SeymKe00,28,CB,9,2,185,6-0,USC,11/30/1993,5,1,Buffalo Bills / 6th / 218th pick / 2016
62,David Sharpe\SharDa02,26,OT,3,0,330,6-6,Florida,10/21/1995,4,0,Oakland Raiders / 4th / 129th pick / 2017
76,Andre Smith\SmitAn23,34,T,5,0,335,6-7,Alabama,1/25/1987,12,0,Cincinnati Bengals / 1st / 6th pick / 2009
22,Jimmy Smith\SmitJi03,33,CB,10,2,210,6-2,Colorado,7/26/1988,10,1,Baltimore Ravens / 1st / 27th pick / 2011
79,Ronnie Stanley\StanRo00,27,OT,1,1,315,6-6,Notre Dame,3/18/1994,5,0,Baltimore Ravens / 1st / 6th pick / 2016
21,Brandon Stephens\StepBr01,24,CB,17,11,215,6-1,UCLASMU,12/29/1997,Rook,5,Baltimore Ravens / 3rd / 104th pick / 2021
26,Geno Stone\StonGe00,22,S,15,1,209,5-10,Iowa,4/19/1999,1,2,Baltimore Ravens / 7th / 219th pick / 2020
58,Joe Thomas\ThomJo04,30,LB,2,0,233,6-1,South Carolina St.,5/6/1991,7,0,
85,Eric Tomlinson\TomlEr01,29,TE,17,7,263,6-6,Texas-El Paso,4/22/1992,5,0,
9,Justin Tucker\TuckJu00,32,K,17,0,183,6-1,Texas,11/21/1989,9,6,
78,Alejandro Villanueva\VillAl00,33,T,17,17,277,6-9,Army,9/22/1988,7,7,
16,Tylan Wallace\WallTy00,22,WR,17,1,195,5-11,Oklahoma St.,5/13/1999,Rook,0,Baltimore Ravens / 4th / 131st pick / 2021
29,Ar'Darius Washington\WashAr00,22,S,3,0,176,5-8,TCU,11/2/1999,Rook,0,
96,Broderick Washington Jr.\WashBr01,25,DL,14,2,304,6-3,Texas Tech,12/4/1996,1,2,Baltimore Ravens / 5th / 170th pick / 2020
14,Sammy Watkins\WatkSa00,28,WR,13,9,211,6-1,Clemson,6/14/1993,7,3,Buffalo Bills / 1st / 4th pick / 2014
57,Kristian Welch\WelcKr00,23,LB,16,0,240,6-3,Iowa,5/24/1998,1,1,
30,Chris Westry\WestCh03,24,CB,6,2,199,6-4,Kentucky,7/10/1997,1,1,
39,Mazzi Wilkins\WilkMa00,26,DB,1,0,191,6-0,South Florida,10/12/1995,2,0,
98,Brandon Williams\WillBr02,32,DT,13,13,336,6-1,Missouri Southern,2/21/1989,8,7,Baltimore Ravens / 3rd / 94th pick / 2013
34,Ty'Son Williams\WillTy01,25,RB,13,3,220,6-0,BYU,9/4/1996,Rook,2,
29,Daryl Worley\WorlDa00,26,CB,1,0,215,6-1,West Virginia,2/22/1995,5,0,Carolina Panthers / 3rd / 77th pick / 2016
25,Tavon Young\YounTa01,27,CB,17,7,185,5-9,Temple,3/14/1994,5,4,Baltimore Ravens / 4th / 104th pick / 2016
70,Kevin Zeitler\ZeitKe00,31,G,17,17,315,6-4,Wisconsin,3/8/1990,9,6,Cincinnati Bengals / 1st / 27th pick / 2012
,Team Total,27,,17,,249.4,6-2.2,,,4.2,,
