No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
4,Emmanuel Moseley\MoseEm00,25,CB,11,11,190,5-11,Tennessee,3/25/1996,3,4,
31,Raheem Mostert\MostRa00,29,RB,1,1,205,5-10,Purdue,4/9/1992,6,0,
43,Kai Nacua\NacuKa00,26,FS,1,0,205,6-0,BYU,3/3/1995,4,0,
26,Josh Norman\NormJo01,34,CB,15,14,200,6-0,Coastal Carolina,12/15/1987,9,5,Carolina Panthers / 5th / 143rd pick / 2012
53,Mark Nzeocha\NzeoMa00,31,OLB,2,0,240,6-3,Wyoming,1/19/1990,6,0,Dallas Cowboys / 7th / 236th pick / 2015
92,Charles Omenihu\OmenCh00,24,DL,9,0,280,6-5,Texas,8/20/1997,2,1,Houston Texans / 5th / 161st pick / 2019
31,Jacques Patrick\PatrJa01,24,RB,2,0,234,6-3,Florida St.,1/7/1997,Rook,0,
46,Taybor Pepper\PeppTa00,27,LS,17,0,245,6-4,Michigan St.,5/28/1994,4,1,
59,Curtis Robinson\RobiCu00,23,,3,0,236,6-3,Stanford,6/2/1998,Rook,0,
19,Deebo Samuel\SamuDe00,25,WR,16,15,215,6-0,South Carolina,1/15/1996,2,14,San Francisco 49ers / 2nd / 36th pick / 2019
18,Mohamed Sanu\SanuMo00,32,WR,8,0,210,6-2,Rutgers,8/23/1989,9,2,Cincinnati Bengals / 3rd / 83rd pick / 2012
28,Trey Sermon\SermTr00,22,RB,9,2,215,6-0,OklahomaOhio St.,1/30/1999,Rook,1,San Francisco 49ers / 3rd / 88th pick / 2021
81,Trent Sherfield\SherTr00,25,WR,17,1,219,6-1,Vanderbilt,2/26/1996,3,1,
41,Buster Skrine\SkriBu00,32,DB,1,0,187,5-9,Chattanooga,4/26/1989,10,0,Cleveland Browns / 5th / 137th pick / 2011
14,Joey Slye\SlyeJo00,25,K,3,0,213,5-11,Virginia Tech,4/10/1996,2,1,
47,Saivion Smith\SmitSa02,24,CB,1,0,200,6-1,Alabama,11/5/1997,1,0,
95,Kentavius Street\StreKe00,25,DT,17,2,287,6-2,North Carolina St.,5/8/1996,3,2,San Francisco 49ers / 4th / 128th pick / 2018
26,Jaquiski Tartt\TartJa00,29,SS,14,14,215,6-1,Samford,2/18/1992,6,5,San Francisco 49ers / 2nd / 46th pick / 2015
20,Ambry Thomas\ThomAm00,22,CB,12,5,190,6-0,Michigan,9/9/1999,Rook,2,San Francisco 49ers / 3rd / 102nd pick / 2021
75,Laken Tomlinson\TomlLa01,29,OG,17,17,315,6-3,Duke,2/9/1992,6,9,Detroit Lions / 1st / 28th pick / 2015
2,Jason Verrett\VerrJa00,30,CB,1,1,188,5-10,TCU,6/18/1991,7,0,San Diego Chargers / 1st / 25th pick / 2014
1,Jimmie Ward\WardJi01,30,SS,16,16,195,5-11,Northern Illinois,7/18/1991,7,6,San Francisco 49ers / 1st / 30th pick / 2014
54,Fred Warner\WarnFr00,25,OLB,16,16,230,6-3,BYU,11/19/1996,3,8,San Francisco 49ers / 3rd / 70th pick / 2018
24,K'Waun Williams\WillKW00,30,DB,14,8,185,5-9,Pittsburgh,7/12/1991,7,3,
71,Trent Williams\WillTr21,33,T,15,15,320,6-5,Oklahoma,7/19/1988,11,14,Washington Redskins / 1st / 4th pick / 2010
94,Jordan Willis\WillJo09,26,DE,10,0,270,6-4,Kansas St.,5/2/1995,4,1,Cincinnati Bengals / 3rd / 73rd pick / 2017
30,Jarrod Wilson\WilsJa00,27,S,4,0,209,6-1,Michigan,2/9/1994,5,0,
22,Jeff Wilson\WilsJe01,26,RB,9,4,194,6-0,North Texas,11/16/1995,3,2,
32,Tavon Wilson\WilsTa00,31,FS,8,1,208,6-0,Illinois,3/19/1990,9,1,New England Patriots / 2nd / 48th pick / 2012
18,Mitch Wishnowsky\WishMi00,29,P,17,0,220,6-2,Utah,3/3/1992,2,1,San Francisco 49ers / 4th / 110th pick / 2019
89,Charlie Woerner\WoerCh00,24,TE,17,3,241,6-5,Georgia,10/16/1997,1,0,San Francisco 49ers / 6th / 190th pick / 2020
,Team Total,27.1,,17,,235.9,6-1.7,,,4.2,,
