No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
61,Kyle Fuller\FullKy01,27,C,14,9,320,6-5,Baylor,3/4/1994,4,4,Houston Texans / 7th / 243rd pick / 2017
94,Rasheem Green\GreeRa01,24,DT,17,16,279,6-4,USC,5/15/1997,3,8,Seattle Seahawks / 3rd / 79th pick / 2018
19,Penny Hart\HartPe01,25,WR,17,0,180,5-8,Georgia St.,7/5/1996,1,1,
60,Phil Haynes\HaynPh00,26,OL,5,2,322,6-4,Wake Forest,10/19/1995,2,1,Seattle Seahawks / 4th / 124th pick / 2019
38,Gavin Heslop\HeslGa00,24,DB,3,0,200,6-1,Stony Brook,11/13/1997,Rook,0,
25,Travis Homer\HomeTr00,23,RB,14,0,202,5-10,Miami (FL),8/7/1998,2,4,Seattle Seahawks / 6th / 204th pick / 2019
51,Kerry Hyder\HydeKe01,30,DT,15,7,275,6-2,Texas Tech,5/2/1991,7,4,
66,Gabe Jackson\JackGa00,30,OG,16,16,335,6-3,Mississippi St.,7/12/1991,7,7,Oakland Raiders / 3rd / 81st pick / 2014
30,Michael Jackson\JackMi01,24,CB,2,0,210,6-1,Miami (FL),1/10/1997,2,0,Dallas Cowboys / 5th / 158th pick / 2019
34,Josh Johnson\JohnJo06,24,RB,3,0,208,5-9,La-Monroe,12/26/1997,Rook,0,
73,Jamarco Jones\JoneJa08,25,OT,10,2,293,6-4,Ohio St.,6/4/1996,3,2,Seattle Seahawks / 5th / 168th pick / 2018
42,Josh Jones\JoneJo06,27,S,4,1,220,6-2,North Carolina St.,9/20/1994,4,1,Green Bay Packers / 2nd / 61st pick / 2017
23,Sidney Jones\JoneSi00,25,CB,16,11,181,6-0,Washington,5/21/1996,4,4,Philadelphia Eagles / 2nd / 43rd pick / 2017
68,Damien Lewis\LewiDa05,24,OL,13,13,327,6-2,LSU,3/21/1997,1,6,Seattle Seahawks / 3rd / 69th pick / 2020
16,Tyler Lockett\LockTy00,29,WR,16,16,182,5-10,Kansas St.,9/28/1992,6,11,Seattle Seahawks / 3rd / 69th pick / 2015
85,Tyler Mabry\MabrTy00,25,TE,6,0,248,6-4,BuffaloMaryland,11/21/1996,Rook,0,
10,Benson Mayowa\MayoBe00,30,DE,15,7,252,6-3,Idaho,8/3/1991,8,4,
14,D.K. Metcalf\MetcDK00,24,WR,17,17,235,6-4,Mississippi,12/14/1997,2,9,Seattle Seahawks / 2nd / 64th pick / 2019
90,Bryan Mone\MoneBr00,26,DT,14,5,345,6-3,Michigan,10/20/1995,2,3,
58,Tanner Muse\MuseTa00,25,S,6,0,227,6-2,Clemson,9/6/1996,Rook,0,Las Vegas Raiders / 3rd / 100th pick / 2020
5,Jason Myers\MyerJa00,30,K,17,0,190,5-10,Marist,5/12/1991,6,2,
26,Ryan Neal\NealRy00,26,DB,16,5,200,6-3,Southern Illinois,12/24/1995,3,2,
92,Robert Nkemdiche\NkemRo00,27,DT,9,0,296,6-3,Mississippi,9/19/1994,5,1,Arizona Cardinals / 1st / 29th pick / 2016
70,Cedric Ogbuehi\OgbuCe00,29,OT,1,1,310,6-5,Texas A&M,4/25/1992,6,1,Cincinnati Bengals / 1st / 21st pick / 2015
69,Tyler Ott\OttxTy00,29,LS,17,0,253,6-3,Harvard,2/28/1992,6,1,
84,Colby Parkinson\ParkCo02,22,TE,14,1,251,6-7,Stanford,1/8/1999,1,0,Seattle Seahawks / 4th / 133rd pick / 2020
20,Rashaad Penny\PennRa00,25,RB,10,6,220,5-11,San Diego St.,2/2/1996,3,5,Seattle Seahawks / 1st / 27th pick / 2018
21,Adrian Peterson\PeteAd01,36,RB,1,1,220,6-1,Oklahoma,3/21/1985,14,0,Minnesota Vikings / 1st / 7th pick / 2007
77,Ethan Pocic\PociEt00,26,C,13,10,320,6-6,LSU,8/5/1995,4,4,Seattle Seahawks / 2nd / 58th pick / 2017
2,D.J. Reed\ReedD.00,25,CB,14,14,193,5-9,Kansas St.,11/11/1996,3,6,San Francisco 49ers / 5th / 142nd pick / 2018
29,John Reid\ReidJo00,25,CB,11,2,187,5-10,Penn St.,5/15/1996,1,1,Houston Texans / 4th / 141st pick / 2020
59,Jon Rhattigan\RhatJo00,22,LB,14,0,236,6-0,Army,2/2/1999,Rook,1,
98,Alton Robinson\RobiAl03,23,DL,16,2,259,6-3,Syracuse,6/2/1998,1,2,Seattle Seahawks / 5th / 148th pick / 2020
48,Edmond Robinson\RobiEd00,29,OLB,3,0,245,6-3,Newberry,2/23/1992,6,0,Minnesota Vikings / 7th / 232nd pick / 2015
72,Brandon Shell\ShelBr00,29,OT,10,10,324,6-5,South Carolina,2/6/1992,5,5,New York Jets / 5th / 158th pick / 2016
64,Dakoda Shepley\ShepDa01,27,T,8,0,290,6-5,British Columbia,12/27/1994,1,1,
7,Geno Smith\SmitGe00,31,QB,4,3,221,6-3,West Virginia,10/10/1990,8,2,New York Jets / 2nd / 39th pick / 2013
18,Freddie Swain\SwaiFr00,23,WR,17,8,199,6-0,Florida,8/4/1998,1,3,Seattle Seahawks / 6th / 214th pick / 2020
52,Darrell Taylor\TaylDa00,24,DE,16,5,267,6-4,Tennessee,3/24/1997,Rook,3,Seattle Seahawks / 2nd / 48th pick / 2020
11,Cody Thompson\ThomCo04,25,WR,5,0,205,6-2,Toledo,1/11/1996,Rook,0,
54,Bobby Wagner\WagnBo00,31,ILB,16,16,242,6-0,Utah St.,6/27/1990,9,13,Seattle Seahawks / 2nd / 47th pick / 2012
39,Nigel Warrior\WarrNi01,24,DB,4,0,187,5-11,Tennessee,12/14/1997,Rook,0,
3,Russell Wilson\WilsRu00,33,QB,14,14,215,5-11,WisconsinNorth Carolina St.,11/29/1988,9,12,Seattle Seahawks / 3rd / 75th pick / 2012
93,Al Woods\WoodAl99,34,DT,16,16,330,6-4,LSU,3/25/1987,11,7,New Orleans Saints / 4th / 123rd pick / 2010
,Team Total,26.4,,17,,243.7,6-1.5,,,3.5,,
