No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
92,B.J. Hill\HillB.00,26,DT,16,2,303,6-3,North Carolina St.,4/20/1995,3,3,New York Giants / 3rd / 69th pick / 2018
63,Trey Hill\HillTr03,21,C,13,3,320,6-4,Georgia,1/23/2000,Rook,2,Cincinnati Bengals / 6th / 190th pick / 2021
21,Mike Hilton\HiltMi01,27,CB,17,9,184,5-9,Mississippi,3/9/1994,4,4,
44,Darius Hodge\HodgDa01,23,DE,4,0,245,6-1,Marshall,7/3/1998,Rook,0,
66,Trey Hopkins\HopkTr01,29,G,15,15,316,6-3,Texas,7/6/1992,7,7,
94,Sam Hubbard\HubbSa00,26,DE,16,16,265,6-5,Ohio St.,6/29/1995,3,9,Cincinnati Bengals / 3rd / 77th pick / 2018
10,Kevin Huber\HubeKe20,36,P,17,0,210,6-1,Cincinnati,7/16/1985,12,3,Cincinnati Bengals / 5th / 142nd pick / 2009
16,Trenton Irwin\IrwiTr00,26,WR,7,0,207,6-2,Stanford,12/10/1995,2,0,
74,Fred Johnson\JohnFr01,24,G,5,1,326,6-7,Florida,6/5/1997,2,1,
44,Clay Johnston\JohnCl00,25,LB,7,1,225,6-1,Baylor,8/8/1996,1,1,Los Angeles Rams / 7th / 234th pick / 2020
47,Keandre Jones\JoneKe03,24,LB,5,0,220,6-3,Maryland,9/24/1997,1,0,
90,Khalid Kareem\KareKh00,23,DL,7,1,265,6-4,Notre Dame,4/28/1998,1,1,Cincinnati Bengals / 5th / 147th pick / 2020
29,Nick McCloud\McClNi00,23,CB,2,0,193,6-0,North Carolina St.Notre Dame,7/9/1998,Rook,0,
2,Evan McPherson\McPhEv00,22,K,16,0,195,5-10,Florida,7/21/1999,Rook,4,Cincinnati Bengals / 5th / 149th pick / 2021
28,Joe Mixon\MixoJo00,25,RB,16,16,220,6-1,Oklahoma,7/24/1996,4,10,Cincinnati Bengals / 2nd / 48th pick / 2017
17,Stanley Morgan Jr.\MorgSt02,25,WR,17,1,205,6-0,Nebraska,9/7/1996,2,0,
65,Larry Ogunjobi\OgunLa00,27,DT,16,16,305,6-4,Charlotte,6/3/1994,4,8,Cleveland Browns / 3rd / 65th pick / 2017
34,Samaje Perine\PeriSa00,26,RB,16,0,240,5-11,Oklahoma,9/16/1995,4,3,Washington Redskins / 4th / 114th pick / 2017
23,Darius Phillips\PhilDa02,26,CB,12,0,190,5-10,Western Michigan,6/26/1995,3,1,Cincinnati Bengals / 5th / 170th pick / 2018
57,Germaine Pratt\PratGe00,25,LB,15,15,245,6-2,North Carolina St.,5/21/1996,2,8,Cincinnati Bengals / 3rd / 72nd pick / 2019
75,Isaiah Prince\PrinIs00,24,OL,15,4,305,6-7,Ohio St.,7/29/1997,2,3,Miami Dolphins / 6th / 202nd pick / 2019
93,Wyatt Ray\RayxWy01,25,DE,15,1,250,6-3,Boston Col.,10/24/1996,1,2,
98,D.J. Reader\ReadD.00,27,DT,15,15,347,6-3,Clemson,7/1/1994,5,7,Houston Texans / 5th / 166th pick / 2016
71,Riley Reiff\ReifRi00,33,OT,12,12,313,6-5,Iowa,12/1/1988,9,7,Detroit Lions / 1st / 23rd pick / 2012
96,Cameron Sample\SampCa00,22,DE,14,0,274,6-3,Tulane,9/20/1999,Rook,1,Cincinnati Bengals / 4th / 111th pick / 2021
89,Drew Sample\SampDr00,25,TE,17,8,258,6-4,Washington,4/16/1996,2,1,Cincinnati Bengals / 2nd / 52nd pick / 2019
86,Mason Schreck\SchrMa00,28,TE,1,0,252,6-5,Buffalo,11/4/1993,3,0,Cincinnati Bengals / 7th / 251st pick / 2017
99,Tyler Shelvin\ShelTy00,23,DT,3,0,346,6-3,LSU,7/22/1998,Rook,0,Cincinnati Bengals / 4th / 122nd pick / 2021
70,D'Ante Smith\SmitDA03,23,T,2,1,294,6-5,East Carolina,6/9/1998,Rook,1,Cincinnati Bengals / 4th / 139th pick / 2021
67,Quinton Spain\SpaiQu00,30,OG,16,16,330,6-4,West Virginia,8/7/1991,6,8,
52,Noah Spence\SpenNo00,27,DE,2,0,251,6-2,Ohio St.East. Kentucky,1/8/1994,5,0,Tampa Bay Buccaneers / 2nd / 39th pick / 2016
72,Xavier Su'a-Filo\Sua-Xa00,30,OG,2,2,312,6-4,UCLA,1/1/1991,7,1,Houston Texans / 2nd / 33rd pick / 2014
64,Keaton Sutherland\SuthKe00,24,G,1,0,315,6-5,Texas A&M,2/12/1997,2,0,
19,Auden Tate\TateAu00,24,WR,7,0,228,6-5,Florida St.,2/3/1997,3,0,Cincinnati Bengals / 7th / 253rd pick / 2018
11,Trent Taylor\TaylTr02,27,WR,4,0,180,5-8,Louisiana Tech,4/30/1994,4,0,San Francisco 49ers / 5th / 177th pick / 2017
31,Michael Thomas\ThomMi02,31,S,8,1,195,5-11,Stanford,3/17/1990,8,1,
80,Mike Thomas\ThomMi04,27,WR,12,1,189,6-1,Southern Miss,8/16/1994,5,0,Los Angeles Rams / 6th / 206th pick / 2016
68,Josh Tupou\TupoJo00,27,DT,17,9,345,6-3,Colorado,5/2/1994,4,5,
87,C.J. Uzomah\UzomC.00,28,TE,16,16,260,6-6,Auburn,1/14/1993,6,4,Cincinnati Bengals / 5th / 157th pick / 2015
26,Trae Waynes\WaynTr00,29,CB,5,4,190,6-0,Michigan St.,7/25/1992,6,1,Minnesota Vikings / 1st / 11th pick / 2015
84,Mitchell Wilcox\WilcMi01,25,TE,15,1,247,6-4,South Florida,11/7/1996,Rook,0,
73,Jonah Williams\WillJo10,24,OL,16,16,305,6-4,Alabama,11/17/1997,1,9,Cincinnati Bengals / 1st / 11th pick / 2019
12,Pooka Williams\WillPo01,22,RB,1,0,170,5-10,Kansas,6/19/1999,Rook,0,
32,Trayveon Williams\WillTr06,24,RB,5,0,206,5-8,Texas A&M,10/18/1997,2,0,Cincinnati Bengals / 6th / 182nd pick / 2019
40,Brandon Wilson\WilsBr01,27,CB,9,1,200,5-10,Houston,7/27/1994,4,1,Cincinnati Bengals / 6th / 207th pick / 2017
55,Logan Wilson\WilsLo00,25,LB,13,13,241,6-2,Wyoming,7/8/1996,1,8,Cincinnati Bengals / 3rd / 65th pick / 2020
95,Renell Wren\WrenRe00,26,DL,1,0,315,6-5,Arizona St.,10/23/1995,2,0,Cincinnati Bengals / 4th / 125th pick / 2019
,Team Total,26.1,,17,,245.8,6-1.9,,,3.3,,
