No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
42,Devon Kennard\KennDe00,30,OLB,15,3,256,6-3,USC,6/24/1991,7,2,New York Giants / 5th / 174th pick / 2014
92,Zach Kerr\KerrZa00,31,NT,3,0,334,6-2,Delaware,8/29/1990,7,0,
13,Christian Kirk\KirkCh01,25,WR,17,11,200,5-11,Texas A&M,11/18/1996,3,10,Arizona Cardinals / 2nd / 47th pick / 2018
90,Rashard Lawrence\LawrRa01,23,DL,11,7,308,6-2,LSU,8/27/1998,1,3,Arizona Cardinals / 4th / 131st pick / 2020
93,Jonathan Ledbetter\LedbJo01,24,DE,1,0,280,6-4,Georgia,9/12/1997,2,0,
14,Andy Lee\LeexAn20,39,P,16,0,185,6-1,Pittsburgh,8/11/1982,17,3,San Francisco 49ers / 6th / 188th pick / 2004
60,Koda Martin\MartKo00,26,G,2,0,304,6-6,Texas A&MSyracuse,8/21/1995,Rook,0,
96,Josh Mauro\MaurJo00,30,DE,5,1,290,6-6,Stanford,2/17/1991,7,1,
12,Colt McCoy\McCoCo00,35,QB,8,3,212,6-1,Texas,9/5/1986,11,3,Cleveland Browns / 3rd / 85th pick / 2010
66,Joshua Miles\MileJo00,25,OT,10,0,314,6-5,Morgan St.,1/4/1996,2,1,Arizona Cardinals / 7th / 248th pick / 2019
4,Rondale Moore\MoorRo02,21,WR,14,7,180,5-7,Purdue,6/9/2000,Rook,5,Arizona Cardinals / 2nd / 49th pick / 2021
7,Byron Murphy\MurpBy00,23,CB,16,16,190,5-11,Washington,1/18/1998,2,7,Arizona Cardinals / 2nd / 33rd pick / 2019
71,Justin Murray\MurrJu00,28,T,3,1,315,6-5,Cincinnati,4/19/1993,3,1,
1,Kyler Murray\MurrKy00,24,QB,14,14,207,5-10,Texas A&MOklahoma,8/7/1997,2,16,Arizona Cardinals / 1st / 1st pick / 2019
98,Corey Peters\PeteCo00,33,DT,14,11,335,6-3,Kentucky,6/8/1988,11,5,Atlanta Falcons / 3rd / 83rd pick / 2010
27,Kevin Peterson\PeteKe01,27,CB,4,2,185,5-11,Oklahoma St.,3/22/1994,4,1,
97,Jordan Phillips\PhilJo01,29,DT,9,8,341,6-6,Oklahoma,9/21/1992,6,3,Miami Dolphins / 2nd / 52nd pick / 2015
5,Matt Prater\PratMa20,37,K,17,0,201,5-10,Central Florida,8/10/1984,14,2,
67,Justin Pugh\PughJu00,31,OG,14,13,311,6-5,Syracuse,8/15/1990,8,7,New York Giants / 1st / 19th pick / 2013
9,Isaiah Simmons\SimmIs00,23,LB,17,17,238,6-4,Clemson,7/26/1998,1,7,Arizona Cardinals / 1st / 8th pick / 2020
72,Eric Smith\SmitEr00,26,OG,1,0,308,6-4,Virginia,9/2/1995,3,0,
15,Chris Streveler\StreCh00,26,QB,2,0,216,6-1,MinnesotaSouth Dakota,1/6/1995,1,0,
22,Deionte Thompson\ThomDe06,24,S,17,0,195,6-1,Alabama,2/11/1997,2,1,Arizona Cardinals / 5th / 139th pick / 2019
34,Jalen Thompson\ThomJa04,23,FS,17,12,190,5-11,Washington St.,7/18/1998,2,5,Arizona Cardinals / 5th / 1st pick / 2019 Supp
43,Ross Travis\TravRo00,28,TE,3,0,248,6-6,Penn St.,1/9/1993,5,0,
47,Zeke Turner\TurnZe00,25,S,5,0,214,6-2,Washington,6/9/1996,3,0,
51,Tanner Vallejo\VallTa00,27,ILB,10,2,230,6-1,Boise St.,12/16/1994,4,1,Buffalo Bills / 6th / 195th pick / 2017
59,Joe Walker\WalkJo01,29,ILB,12,0,236,6-2,Oregon,12/11/1992,4,1,Philadelphia Eagles / 7th / 251st pick / 2016
29,Jonathan Ward\WardJo00,24,RB,13,0,202,6-0,Central Michigan,9/30/1997,1,1,
28,Charles Washington\WashCh01,28,DB,7,0,192,5-10,Fresno St.,3/10/1993,4,0,
99,J.J. Watt\WattJ.00,32,DE,7,7,288,6-5,Central MichiganWisconsin,3/22/1989,10,3,Houston Texans / 1st / 11th pick / 2011
41,David Wells\WellDa00,26,TE,3,1,260,6-6,San Diego St.,5/2/1995,Rook,0,
84,Antoine Wesley\WeslAn01,24,WR,15,4,206,6-4,Texas Tech,10/22/1997,Rook,2,
35,Tahir Whitehead\WhitTa00,31,OLB,3,0,241,6-2,Temple,4/2/1990,9,0,Detroit Lions / 5th / 138th pick / 2012
39,Jace Whittaker\WhitJa05,26,CB,2,0,185,5-11,Arizona,7/16/1995,1,0,
38,James Wiggins\WiggJa00,24,S,3,0,205,6-0,Cincinnati,4/26/1997,Rook,0,Arizona Cardinals / 7th / 243rd pick / 2021
87,Maxx Williams\WillMa04,27,TE,5,5,252,6-4,Minnesota,4/12/1994,6,2,Baltimore Ravens / 2nd / 55th pick / 2015
20,Marco Wilson\WilsMa04,22,CB,14,13,187,5-11,Florida,3/3/1999,Rook,5,Arizona Cardinals / 4th / 136th pick / 2021
16,Ryan Winslow\WinsRy00,27,P,1,0,217,6-5,Pittsburgh,4/30/1994,2,0,
65,Brian Winters\WintBr00,30,OG,2,0,320,6-4,Kent St.,7/16/1991,8,0,New York Jets / 3rd / 72nd pick / 2013
,Team Total,27.4,,17,,246.8,6-2.0,,,4.5,,
